,optic name,screen,optics x (mm),optics y (mm),theoretical sigma_x,theoretical sigma_y,BTV total intensity,BTV BQM.BunchLengthMean,BTV BTV660524fit.sx,BTV BTV660524fit.sy,% difference sigma_x,% difference sigma_y
29,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Screen Out,0.4,0.4,0.481963,0.226448,0,0,0.672475386,0.6422886478288057,33.00520632816218,95.73457016417977
30,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Screen Out,0.4,0.4,0.481963,0.226448,0,0,0.5165024788614104,0.5020374847814715,6.9185123757703035,75.66094055096839
31,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5177090177794531,0.5053787905150484,7.151549136856882,76.2286361
32,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5141659319816676,0.5057912234437787,6.465615232679595,76.29835018397554
33,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5166964944025947,0.5090358762065395,6.956023468914706,76.84407105266924
34,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.515782025,0.5067462478206864,6.779091607032379,76.45947814
35,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5168928130046717,0.5055363741378308,6.993965004738552,76.25528194274791
36,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5133071090417983,0.5045705853934651,6.298613563703839,76.09179600919936
37,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5148934760917163,0.5053938137967137,6.606864053454083,76.23117688495385
38,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5105372481047616,0.5029494846343153,5.758033443180675,75.81640750322572
39,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5186381022489642,0.5062567148437503,7.330614001230422,76.37693853339533
40,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.512354026,0.5005738885476355,6.112944864685043,75.41062872130415
41,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5119106536267792,0.5017617345092698,6.026450850668237,75.61385723
42,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5136222119193928,0.5047922616387508,6.3599200832557425,76.12935891001558
43,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5160006250714644,0.5077969231400367,6.821415974760998,76.63625972021254
44,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5161976932414888,0.505931842,6.859555475043392,76.32210120778069
45,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5155115288529627,0.5027846082147911,6.726693841804976,75.78833012
46,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5138721422843189,0.5036865055584311,6.408519026778549,75.94176236
47,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5147954227737386,0.5183365352664305,6.5878395453883165,78.38200753242378
48,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5176951147164837,0.5071452180987718,7.148867036,76.52666659766706
49,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5131575778776224,0.5066220005392557,6.269507147395892,76.43853938454885
50,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5109168225134617,0.502380642,5.832291452990863,75.71948365
51,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5191030521899848,0.5057265402397312,7.420100223903358,76.28742188940053
52,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5128466539910846,0.5039349049424467,6.208957435662651,75.98395391368378
53,tt66_2024_fp2_sti_smaug_0p4_0p4mm,Glassy C,0.4,0.4,0.481963,0.226448,0,0,0.5082506978070673,0.5024113622982171,5.3094999322437655,75.72472182508787
